ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Soil_Type,Horizontal_Distance_To_Fire_Points
0502090535580,3252,339,15,339,86,780,187,218,169,7757,1931
0502533712615,3113,317,10,162,27,95,193,231,178,7202,1110
0503304155839,3362,52,8,268,7,1273,225,222,131,8703,3690
0504071733473,3190,78,10,270,29,1084,234,221,118,7202,2018
0504407878199,3134,333,8,509,-51,967,201,229,168,7202,967
0504413488436,3139,215,8,212,9,313,213,248,171,7201,2790
0505172077237,3409,299,22,591,192,816,152,225,211,7757,1090
0505627440982,3323,350,20,85,30,1842,180,203,158,8771,1950
0505730451097,3085,4,4,335,42,437,215,232,155,7202,661
0506123677445,3171,81,18,362,28,1019,241,206,88,7202,2018
0507518078380,3204,114,16,518,83,541,246,223,101,7756,774
0508388932024,3242,175,11,67,-26,2535,226,246,151,7202,3734
0508844243664,3271,59,22,85,3,2099,231,189,80,7202,4599
0508959006512,3184,182,12,430,23,426,223,248,156,7756,2769
0510623643688,3399,29,11,404,66,1190,216,216,134,8703,3856
0511436088680,3219,38,16,162,16,875,218,203,115,7202,1935
0512963159508,3118,270,9,108,24,234,198,243,185,7201,2250
0513778107586,3172,208,14,268,37,598,209,252,175,7756,2559
0515774245057,3148,148,13,192,49,150,237,239,130,7756,2448
0517206715053,3213,259,5,0,0,1072,208,243,173,7202,1956
0532143351577,3173,111,18,60,15,960,248,218,92,7202,2207
0535330692910,3157,338,22,361,48,443,166,203,172,7201,1784
0535442341003,3257,97,12,534,123,895,240,222,110,7201,5435
0538417618926,3197,316,19,437,109,376,166,220,193,7201,1176
0539593658713,3200,151,15,30,5,1839,238,239,127,7202,1626
0539771286738,3249,302,24,510,160,457,147,221,211,7201,1075
0545677055224,3357,39,16,270,19,1765,219,203,115,7201,5009
0547147616393,3238,138,6,210,23,939,230,238,142,8776,1170
0547577687185,3097,342,8,277,12,469,203,228,164,7202,778
0549043829129,3301,334,12,256,-30,1489,192,224,171,7202,1954
0551161431092,3096,335,15,30,4,424,184,218,173,7202,812
0552192812577,3145,125,11,216,14,454,239,232,122,7202,2672
0553079429550,3052,318,11,313,9,395,190,230,179,7201,492
0554438177631,3392,345,22,417,163,902,171,199,163,8776,1348
0555316925825,3214,219,9,85,0,968,210,249,175,8776,1273
0555756661659,3158,148,4,30,-7,679,226,239,148,7202,2256
0555774986949,3203,256,26,218,55,1168,152,245,226,8776,1410
0556841371927,3255,315,12,618,175,560,188,230,182,7201,1365
0557622762866,3164,163,16,255,86,190,233,243,135,7756,2869
0558702308639,3384,297,2,866,196,1036,213,238,163,7755,595
0559392178038,3231,12,17,391,32,474,201,204,137,7202,1158
0559766440006,3252,325,19,607,53,685,171,217,184,7202,1022
0561017682882,3244,36,7,295,45,1167,220,225,141,7756,832
0561525065382,3211,336,8,283,27,150,203,230,166,7202,1934
0563478552964,3099,344,7,459,14,604,206,229,162,7201,853
0566740290397,3430,41,5,418,101,1167,220,229,145,8703,3968
0567080033927,3218,208,17,85,7,2232,207,253,177,7202,3852
0567228619402,3334,306,16,799,135,872,174,229,195,7202,924
0567445781180,3247,45,9,350,48,1124,223,220,132,7756,808
0568087762896,3292,157,23,85,-21,2542,238,235,113,7757,3625
0569757986444,3060,296,8,42,7,150,197,238,180,7201,495
0569864552440,3390,275,24,492,42,660,147,237,225,8776,1087
0572038852024,3407,221,13,674,13,1442,204,252,182,7757,3995
0573068260872,3124,295,17,256,82,366,169,233,203,7201,1652
0573304677785,3303,352,3,659,119,679,214,233,158,7202,1159
0573510379091,3226,36,14,384,31,1101,218,207,122,7756,1449
0575089896658,3187,2,12,424,35,1129,203,216,151,7202,2430
0576495533533,3360,345,29,362,131,837,151,181,160,8776,1300
0577269624815,3146,234,10,95,11,677,203,249,183,7202,2431
0579253079359,3199,153,16,218,38,900,238,239,126,7202,2136
0581520850912,3110,317,11,247,69,646,190,230,180,7201,1245
0585389152705,3322,82,10,30,5,1298,234,222,119,8771,1501
0585439835329,3278,240,9,660,60,560,203,248,183,7202,1477
0586704064291,3132,138,14,192,27,127,240,235,121,7756,2135
0587362376993,3078,326,14,175,47,513,186,224,178,7201,888
0587941079390,3316,8,16,30,0,1500,200,207,142,7202,1738
0590550448228,3400,96,18,277,71,1064,246,212,89,8771,4002
0591063533265,3145,315,3,162,13,300,210,236,164,7201,2791
0592340153190,3274,330,10,485,75,582,195,228,172,7202,1195
0592488265298,3349,191,18,752,20,891,217,251,162,7757,4460
0592901255943,3172,142,15,297,94,255,241,235,119,7756,2590
0594706171299,3280,338,11,268,37,1374,196,225,167,7202,2008
0596239172491,3142,131,5,371,31,319,228,237,144,7202,5667
0598609879252,3325,80,12,552,130,418,236,219,113,8771,474
0598616412046,3205,53,5,242,39,469,223,229,142,4758,2148
0598626308391,3261,249,18,474,-69,525,179,250,207,7202,3276
0598768074567,3201,260,18,270,91,228,173,247,210,7201,631
0600180231531,3193,67,18,323,49,1465,235,201,91,7201,4801
0601092911399,3354,304,21,886,77,1040,156,224,206,7202,878
0604062371391,3162,167,3,60,7,1295,222,240,154,7101,1895
0604107978011,3231,153,22,466,70,1073,240,235,112,7202,1935
0608637196280,3356,147,11,162,27,1602,235,239,134,8771,3290
0608699735519,3234,19,13,108,18,1142,210,212,137,7202,2045
0610841940177,3287,116,17,551,126,997,247,221,96,4758,1784
0614012386795,3132,321,3,0,0,474,211,236,164,7101,2613
0614723067297,3228,35,21,331,62,552,213,188,103,7757,1982
0615196332882,3369,260,5,228,52,2333,207,243,174,7756,3512
0615418976078,3412,158,10,693,-40,1302,231,242,141,8771,3995
0615426204590,3194,341,10,170,16,1366,199,225,165,7700,891
0616275710225,3045,343,6,150,15,256,208,231,161,7201,636
0616699995130,3138,154,6,192,0,816,227,241,147,7202,2227
0617514568812,3138,149,18,212,47,90,240,236,119,7756,3077
0618347666744,3292,11,4,524,108,492,216,232,153,7202,1376
0618425243416,3140,349,8,301,-37,787,205,226,160,7201,1084
0618813243721,3371,29,2,351,53,1782,218,233,152,8771,3103
0621142941039,3260,108,16,228,-29,2525,245,220,98,7202,3793
0621709417939,3078,299,10,175,-20,785,193,237,184,7700,1909
0625839370126,3438,93,14,0,0,1952,242,217,102,8703,3218
0625876406239,3373,272,23,457,25,612,153,239,222,7201,1022
0629758952241,3222,247,21,268,65,1146,173,250,212,8776,1425
0635552335036,3109,353,8,390,24,600,207,227,158,7201,890
0637761835123,2952,270,9,30,-1,330,197,243,186,7202,721
0639002231541,3237,201,19,258,87,1570,208,253,173,7756,4237
0639559410642,3300,191,21,67,6,2143,215,251,161,7756,3720
0639863304361,3414,321,6,700,218,808,204,234,169,7757,842
0641366462783,3263,10,12,277,34,1308,207,216,145,7202,1958
0643270852216,3404,0,12,658,212,778,202,217,152,7757,782
0643654303655,3444,162,10,553,-8,1452,230,243,144,8771,3856
0645439763708,3188,107,16,525,56,573,246,219,97,7201,5748
0647040782260,3228,186,2,0,0,750,219,240,157,7101,1154
0650753628015,3304,73,15,120,13,2134,236,210,102,7202,4615
0653635088174,3140,142,11,60,7,953,236,237,130,7101,2173
0654550200092,3216,84,9,108,26,1773,233,225,123,7202,1510
0654981398528,3260,29,11,404,68,458,216,217,135,7202,1333
0655845998632,3223,135,17,255,48,1736,244,230,109,7202,1492
0655966829815,3187,318,6,120,13,552,204,235,169,7201,1024
0656153702546,3247,359,11,443,49,1087,203,220,154,7757,1549
0656344988544,3314,337,19,242,-17,1549,175,210,172,8771,1974
0656545138038,3351,223,19,594,204,1358,192,254,194,7757,4188
0661779074311,3162,338,3,30,2,1480,214,235,160,7101,1827
0665941570588,3368,177,19,30,-5,2185,225,247,146,7756,3482
0666450872170,3310,265,22,162,63,1114,159,244,220,7201,1519
0668987034151,3365,299,15,957,176,999,175,233,197,7202,825
0669399194013,3380,190,18,247,35,2376,217,251,161,7756,3452
0670516741904,3198,290,12,190,14,95,187,238,191,7202,1828
0673560394614,3387,164,12,741,222,1485,231,244,142,7755,1121
0676598050088,3277,144,21,430,96,1579,245,230,103,7757,1211
0676900317342,3178,70,15,120,23,960,235,210,103,7202,2165
0677086012540,3240,241,8,553,42,480,204,247,181,7202,1666
0679039971607,3270,40,21,552,133,1243,216,189,99,7700,5220
0680087182044,3443,151,11,560,-9,1434,234,240,135,8771,3864
0683117656676,3416,45,7,408,87,1189,222,225,138,8703,3905
0685310460128,3282,73,8,170,24,890,230,225,128,7756,781
0687541866267,3173,301,22,342,79,285,152,224,210,7201,924
0688284764407,3128,332,13,242,24,402,190,224,173,7201,1888
0688773526769,3359,90,11,400,20,1040,237,222,114,7756,3684
0690838399324,3318,67,6,234,27,1744,227,228,135,8771,3156
0700351951579,3284,68,23,573,142,1438,237,187,69,7700,5074
0701894977453,3198,53,5,451,37,1265,223,229,142,7101,1831
0702548084688,3214,320,8,180,30,60,200,233,172,7202,1731
0703065188477,3235,270,16,240,29,319,176,244,206,7700,782
0703799557273,3304,235,22,234,-1,1824,178,253,207,7756,3906
0705448624541,3119,340,5,524,-66,1130,210,233,162,7202,1130
0706042022245,3117,265,11,90,15,787,191,245,193,8776,1801
0706978036880,3251,193,24,30,-8,2444,209,251,163,7202,3717
0709251389086,3113,284,9,127,6,1209,196,240,184,7700,1510
0711796229680,3149,39,7,150,3,1507,221,225,140,7101,4620
0712061919367,3389,335,23,457,167,892,163,203,175,8776,1302
0712353322882,3398,0,12,638,202,765,202,217,152,7757,752
0714906323414,3106,277,8,30,4,834,199,242,182,7700,1853
0715598408809,3192,220,21,192,45,1341,191,254,193,7201,4455
0716386586013,3106,320,11,258,69,655,192,230,177,7202,1036
0716615277286,3235,45,13,95,22,1177,223,210,119,7202,2024
0719187633481,3146,334,9,402,-39,1087,199,228,168,7700,886
0719581368149,3357,155,22,649,192,1570,239,236,116,7755,1177
0721048001698,3386,336,16,216,44,1495,183,217,172,8776,1987
0722093986831,3339,45,11,60,-3,2379,223,217,127,8703,4121
0723312699648,3068,300,8,30,4,1019,199,237,178,7700,1771
0723856842470,3445,98,10,0,0,1973,237,225,118,8703,3210
0727860926515,3305,217,17,150,0,1909,199,254,186,7756,3843
0729343467072,3294,57,18,492,19,1517,229,199,96,7700,5017
0729544762679,3356,174,7,30,1,2164,225,244,153,7756,3541
0729874207222,3001,297,11,190,35,382,190,237,186,7201,285
0729929440932,3435,196,3,571,57,1315,219,242,160,8771,3880
0730008922294,3217,242,20,30,2,2083,178,252,208,7202,3934
0731505121401,3252,34,5,228,63,258,219,228,145,7202,1507
0731691922028,3327,357,5,649,54,942,213,231,157,7202,1112
0732904072158,3155,117,4,589,-39,824,227,236,143,7201,1518
0732929499299,3327,70,27,509,109,1155,237,178,55,8771,1703
0735275241581,3390,80,4,722,200,1253,225,232,142,7755,892
0736044998026,3269,105,21,60,-14,2514,250,209,78,7757,3963
0738479361628,3135,325,8,180,-11,671,201,232,170,7202,1236
0739988056661,3119,0,6,85,4,1464,211,228,155,7202,1243
0745448417347,3280,62,16,30,-2,2053,232,207,103,7202,4659
0745469985313,3350,311,26,792,173,895,143,212,205,7757,540
0745908346910,3212,26,13,60,23,1120,213,211,131,7756,1040
0746485001711,3217,54,8,404,33,511,225,223,131,7202,942
0747113846582,3265,317,18,638,121,631,171,222,190,7201,1456
0747960234938,3278,287,19,351,71,604,163,235,211,7757,1025
0748333641643,3380,239,1,916,199,1187,216,240,161,7755,732
0750028571241,3347,107,14,342,44,1749,243,222,105,8771,3129
0752540542778,3200,112,21,361,68,648,250,213,81,7201,5511
0753037285062,3227,321,17,480,28,537,175,222,186,7202,1065
0753115509226,3243,345,20,382,87,700,177,205,164,7201,1714
0756602987545,3115,0,7,85,4,1464,210,228,155,7202,1262
0757815822500,3209,61,23,270,43,499,232,186,75,7756,2086
0760706517225,3268,278,7,480,84,379,201,241,180,7202,1556
0761062152686,3152,142,11,242,19,459,236,238,131,7202,2673
0762835550852,3159,60,19,190,27,633,231,197,91,7201,5341
0762909868722,3188,297,29,361,146,162,129,217,222,8776,2221
0763319781267,3213,15,12,582,52,1358,209,215,142,7202,2438
0764370934586,3174,191,7,0,0,726,220,246,161,7202,2389
0764843529707,3258,291,17,360,74,300,171,235,204,7202,1544
0765218049738,3214,279,6,300,40,618,204,241,176,7202,841
0765484667889,3259,133,10,525,181,458,237,235,128,7701,2971
0767031541079,3090,325,13,212,47,569,186,225,178,7201,947
0771460929711,3379,348,13,797,187,977,194,217,161,7755,685
0772989927868,3127,153,7,0,0,845,229,241,144,7101,2296
0773369781087,3415,285,19,589,201,927,164,236,211,7757,1243
0773560817615,3184,59,13,0,0,1950,229,213,115,7101,1655
0776979867653,3255,47,17,216,15,933,224,200,105,7756,883
0777875383674,3292,354,10,573,93,633,204,223,157,7202,1158
0779693282955,3122,326,11,313,86,661,194,228,174,7202,1259
0779915898384,3160,209,6,175,23,677,215,246,167,7202,2467
0780697130197,3240,12,6,242,41,1194,214,228,151,7756,860
0780795099327,3141,203,7,85,6,713,217,247,166,7202,2402
0781781185635,3182,338,11,60,4,997,195,224,168,7700,834
0784105344602,3100,340,13,150,15,433,192,221,167,7202,787
0787046484352,3415,276,21,603,208,865,158,239,218,7757,1150
0787270914885,3183,320,8,192,-2,1282,199,233,173,7756,674
0788138684469,3182,307,5,60,5,511,206,237,170,7202,1084
0791972906895,3130,2,7,240,45,607,211,227,154,7201,959
0792746668292,3106,252,13,67,15,192,190,248,196,7201,2210
0793562189275,3311,279,25,532,205,480,146,234,224,7201,912
0793767247831,3106,301,14,201,77,598,180,233,193,7201,1290
0794243549531,3344,77,18,242,36,1648,240,204,88,7201,3231
0794284166889,3075,335,7,150,17,95,205,231,165,7202,1932
0794913215766,3215,299,8,218,32,792,197,237,180,7202,765
0795346250003,3143,337,9,342,-42,1187,200,228,166,7700,924
0796578817163,3190,300,14,85,5,1195,179,233,194,8776,1168
0799888032097,3099,321,13,295,37,234,186,227,180,7201,1786
0801772372360,3301,216,16,30,-4,2036,202,254,184,7756,3750
0802254951530,3214,121,3,351,37,589,224,237,148,7202,830
0804751969919,3424,116,18,454,-40,2065,248,220,94,8772,2821
0806733749427,3359,288,28,488,159,582,132,225,227,7757,765
0808180230305,3332,62,12,218,41,1677,230,215,115,7201,3212
0810065564399,3200,339,12,518,40,1341,195,223,167,7202,2380
0810264129009,3199,6,7,277,33,426,211,226,152,4758,2145
0811981437170,3312,301,12,624,135,726,186,235,189,7757,437
0817710326555,3266,261,31,150,38,630,129,238,237,8776,1256
0818905072325,3169,255,22,277,68,258,164,248,218,8776,2335
0821572059292,3256,263,10,201,38,883,195,245,189,7202,1770
0824913456088,3324,207,2,534,-4,750,218,241,160,8771,4375
0824960764945,3277,324,20,722,93,780,167,215,187,7201,912
0825295620104,3423,106,10,180,14,1739,238,228,120,8703,3445
0825728523392,3113,323,10,234,35,175,195,230,174,7202,1321
0826780082452,2991,59,1,90,6,741,220,235,152,7202,1350
0827202297126,3263,122,9,551,185,484,236,233,127,7202,2963
0830368549473,3053,342,7,60,13,858,206,230,162,7700,1747
0832149272099,3349,136,17,618,194,1657,244,231,110,7755,1377
0832579691552,3292,290,24,365,86,488,146,229,219,7757,836
0836181755640,3322,192,19,228,39,2312,215,251,162,7756,3636
0836330124075,3184,53,5,60,1,319,223,229,142,7202,1201
0836635548989,3137,283,16,150,31,120,174,239,204,7201,649
0839030738344,3235,313,9,30,10,691,195,233,178,7756,1176
0839601981629,3201,343,7,150,2,60,205,229,162,7202,1361
0839636201051,3300,252,21,150,53,1082,168,249,216,7201,1544
0845618977333,2994,329,4,95,17,738,210,235,163,7202,1321
0847060700897,3149,143,5,384,23,404,227,239,146,7202,5645
0849493793903,3266,77,17,488,130,949,239,206,91,7201,5344
0849539012388,3151,203,2,618,-43,799,218,240,159,7201,1537
0849649599847,3403,197,16,218,35,1909,214,252,168,7756,3675
0849997011954,3206,14,16,285,20,1190,203,204,135,7756,511
0850206002397,3326,97,10,0,0,2073,237,225,119,8771,4726
0850622597934,3011,333,5,108,-6,751,208,233,164,7202,1518
0851293169710,3179,36,23,481,13,514,212,184,98,7757,1869
0851562932588,3336,82,14,560,141,430,238,215,105,7756,417
0852236529745,3138,61,6,190,5,660,225,228,137,6731,2383
0855132668365,3173,342,9,335,18,1165,202,227,164,7202,2322
0856943886764,3362,204,17,228,12,1846,208,253,175,7757,3792
0857026003177,3154,60,12,134,12,1276,229,215,118,7201,4802
0858331024833,3371,73,9,711,190,1383,231,223,124,7755,942
0858936765667,3071,338,7,134,12,85,205,230,164,7202,1956
0860853746292,3216,240,10,180,17,234,201,249,185,7202,1292
0862382732012,3159,11,6,285,25,900,214,228,151,7202,2486
0862622191401,3281,314,15,516,108,624,177,226,189,7757,376
0863837976005,3142,58,9,120,6,977,227,221,127,7201,4995
0865796581948,3452,135,7,525,0,1440,231,237,139,8771,3808
0866067233481,3301,132,16,658,165,1019,245,229,108,7700,5461
0867263662310,3326,32,14,60,-3,2007,216,208,125,8771,4788
0867535138840,3286,199,21,85,7,2164,208,253,170,7756,3752
0868005444096,3207,20,14,541,35,1406,209,210,135,7202,2347
0868658135990,3120,303,21,216,77,301,158,225,205,7201,1851
0869111217499,3396,284,29,560,192,680,129,226,231,7757,878
0869749428113,3310,223,20,170,2,1888,190,254,195,7756,3844
0869849789183,3260,147,22,404,95,1682,244,231,104,7757,1426
0871112628839,3303,137,24,537,128,1643,248,223,89,7757,1183
0873751224847,3309,78,11,192,18,1718,234,220,116,8771,3192
0877843873371,3199,342,10,277,11,90,198,224,165,7202,1967
0880783496371,3266,99,21,212,48,1616,249,205,73,7757,1466
0881216672232,3396,59,10,95,-11,1740,228,219,124,8703,3368
0882215640659,3348,227,21,216,10,1846,185,254,199,7757,3820
0882587373865,3139,276,9,30,4,1350,197,242,184,8776,1266
0883683981534,3078,310,8,150,26,319,197,234,177,7202,664
0884461891786,3318,147,8,175,35,2503,231,239,140,7757,3528
0884502390384,3057,315,10,30,8,134,193,232,178,7201,466
0885414993823,3284,315,1,525,85,607,216,237,159,7202,1200
0886905290247,3215,331,10,309,31,180,197,228,170,7202,1947
0887726888835,3135,123,8,175,57,124,234,234,132,7756,2248
0890044184138,3235,317,12,242,39,750,187,229,182,7202,1836
0891635166588,3101,292,15,182,63,579,176,236,199,7201,1328
0894483287580,3309,162,17,684,-12,594,234,242,133,8771,4452
0896614119760,3194,75,11,342,60,1020,234,219,116,7757,2018
0900350504411,3113,334,12,150,16,365,192,224,171,7201,1973
0901147708753,3181,139,14,240,48,1052,241,235,120,7202,2016
0902521641857,3149,18,8,190,13,1602,214,223,145,7700,1020
0903654843156,3182,322,3,150,21,997,212,236,162,7202,2136
0908102843009,3167,142,19,297,74,210,244,231,107,7701,3031
0908139093729,3183,38,18,212,29,1729,217,198,111,7201,4566
0909728747368,3136,48,6,85,2,828,223,226,139,7201,5096
0909966471544,3178,326,5,90,4,624,207,234,166,7201,1071
0910378327084,3067,20,6,60,4,1103,216,228,149,7202,1680
0911201223658,3169,337,23,379,55,458,162,201,174,7201,1764
0912134529060,3336,48,6,283,44,1693,222,227,140,7201,3187
0915298277631,3145,151,13,192,46,150,236,240,131,7756,2486
0916379248960,3422,177,12,636,93,1290,226,247,151,8771,3948
0916842655295,3119,358,5,60,4,1442,211,230,156,7202,1254
0919083688084,3132,84,15,162,34,108,240,214,101,7202,2016
0919376133413,3199,350,10,457,45,1214,202,224,159,7202,2408
0922076499222,3180,147,8,30,0,2239,232,239,140,7101,4045
0924614238119,3158,112,7,283,28,451,232,233,133,7202,5567
0924976544729,3256,331,12,268,67,300,192,225,172,7202,1492
0925458447019,3165,305,27,319,123,124,136,214,213,7201,2242
0926268793129,3154,291,18,283,57,210,167,234,206,7201,816
0929112785400,3469,325,15,782,210,979,181,222,180,8776,1057
0929449561647,3414,88,15,313,56,1110,242,214,98,8776,1565
0931609611888,3359,352,8,212,1,1360,206,226,158,8703,3625
0932210029741,3142,83,10,120,10,391,234,223,120,7202,5373
0933593198598,3162,4,4,190,-6,807,215,232,155,7201,1103
0934388284816,3330,50,7,277,58,1008,224,224,135,7756,603
0934478033720,3185,270,1,150,24,1048,216,238,160,7202,2117
0937411291720,3328,183,21,85,22,2164,220,249,151,7756,3660
0939176894222,3199,243,7,67,13,1150,207,246,176,8776,1153
0939427538929,3370,300,26,509,171,607,138,218,216,7757,760
0940225867128,3223,6,10,134,34,1158,208,222,150,7756,957
0941831619699,3272,358,11,323,88,339,203,220,155,7202,1463
0943561503804,3215,168,21,242,49,865,231,243,133,4758,2084
0944238911410,3270,311,13,331,45,840,183,230,187,7202,1620
0946626721274,3449,266,15,726,239,960,182,245,202,8776,1170
0949860831396,3135,165,24,295,57,108,233,239,123,7201,3278
